Consumer_number,Consumer_type
KHAP61832304000229,rural domestic
BQFG94024600890381,rural domestic
OCPP59797470609261,rural domestic
EFFO01156111827590,rural domestic
TMTC88310339291752,rural domestic
DILE36001796160982,rural domestic
GADA51585962696666,rural domestic
RBXJ96694828134519,rural domestic
NKBN99786120470296,rural domestic
UWQM74450324250271,rural domestic
IFSJ01459894769890,rural domestic
CSRU43814285112593,rural domestic
CPXU61215292147087,rural domestic
SCEH61542216221618,rural domestic
IJLH81780246354986,rural domestic
AGRZ51594886918267,rural domestic
EKLC17505514913578,rural domestic
OZAE82464227757347,rural domestic
RBZY36608424332382,rural commercial
ZJLZ92867579121714,rural domestic
CXTD59646090819107,rural domestic
MKWR44069902789814,rural domestic
NVBI93643262244292,rural domestic
PJMC90799657549559,rural domestic
JEHM42141389901552,rural domestic
VTUC80137495067252,industrial
GULT02713243938723,rural domestic
KCOV26380439146042,industrial
REEM07976326275524,industrial
PBHI58721570562539,rural domestic
RTYO59175038152226,rural domestic
LKZC42771408481183,rural domestic
ZFSN90880750050877,industrial
WQXO79451509529222,rural domestic
MZRW40556373618882,rural domestic
TDUN14199400484525,industrial
OBVW13876003681670,rural domestic
YYAK78198625612375,industrial
JQMS14032982338772,rural domestic
RGJL38500128039665,rural domestic
OCPP59797470609261,industrial
OSVR86992213224426,rural domestic
KFTH56445017523112,rural domestic
PXWF09351215906500,rural domestic
FJIR63546200064948,rural domestic
HMWI14872235049607,rural domestic
OBAM54117881686543,rural domestic
RBXJ96694828134519,rural domestic
NTCF56349417942748,rural domestic
BGFZ67385415808661,rural domestic
ADBQ44944453582333,rural domestic
MDIV98513972121149,rural domestic
GKMX74414260367606,rural domestic
IEMK72292891425324,rural domestic
NCTB52281913419616,rural domestic
WHVX56713595035494,rural domestic
JFTK47151672660141,rural domestic
UDRW37417406602706,rural domestic
AKRB11808828791456,rural domestic
LZGZ13521950223710,rural domestic
ZVSQ37941813894683,rural domestic
DVKV57085470632067,rural domestic
TVBU30916800467189,rural domestic
OOIR34820693333171,rural domestic
UBEB17148774465861,industrial
KQUH02536348934506,industrial
YTWI69104754994569,industrial
RLTZ23631759212374,industrial
OMKX11675230925584,industrial
VQXS26201870264771,industrial
RIYA09806843341163,industrial
APFF88941002118819,rural domestic
DEWH67136698287645,rural domestic
YYAK78198625612375,industrial
ZFPW93252994604089,industrial
EFPT25527968957793,industrial
ZGIS63488309737437,industrial
LYWH29231732216402,industrial
PJYW09779517254665,industrial
GADA51585962696666,industrial
NWIB73431412260794,rural domestic
WRPN11160000845109,rural domestic
RJZQ64026439736981,rural domestic
IFSJ01459894769890,rural domestic
NCTB52281913419616,rural domestic
CPXU61215292147087,rural domestic
KDLN92170147407592,rural domestic
TASL38181038913905,rural domestic
VMFG28713207207673,rural domestic
GKFE53707368830491,rural domestic
AGRZ51594886918267,rural domestic
CZKF92250367225217,rural domestic
DYHK90009857546508,rural domestic
VQEV43517876746282,industrial
YJNU67045369611053,industrial
EXBT07390933338004,industrial
EYDO33034156130713,industrial
XREI65862963408099,industrial
WYBH13570934289947,industrial
ERBX47532433804189,rural domestic
WQXO79451509529222,rural domestic
BWPJ98749004531103,industrial
SAWJ05022537727368,industrial
EFPT25527968957793,industrial
OAUU10613425383836,industrial
VSET30719364621531,rural domestic
JEQZ49578298451825,industrial
MDIV98513972121149,rural domestic
VIKI56467126101490,rural domestic
DTFK65617115118940,industrial
KDLN92170147407592,rural domestic
CWKW94602152420619,rural domestic
TACL60681631324729,rural domestic
RAHJ06095935371477,rural domestic
BNYT85809292475290,rural domestic
DYHK90009857546508,rural domestic
ZBKH84929962484093,rural domestic
OAEJ28145705092822,rural domestic
YJNU67045369611053,industrial
CPVV89099137098897,industrial
WOXW56589127716354,industrial
RLMF36492883726382,rural domestic
AYIN48304462087836,rural domestic
APKD97648917524022,industrial
CMPI83979886283835,industrial
AEBU54480786458823,industrial
FPQL14379788360963,rural domestic
TWQT43194656909253,industrial
LTZT68751994348222,industrial
EYDO33034156130713,industrial
XREI65862963408099,industrial
UGIF95717037531572,industrial
XREJ63458390403836,industrial
EJZC23880087341051,industrial
SLVV72851704370758,rural domestic
NDZS40886786476343,industrial
HOGH22561842005570,industrial
WYBH13570934289947,industrial
TYTP63003938181910,industrial
GLKQ62092263018071,rural domestic
OHHZ66608118052068,industrial
ZGIS63488309737437,industrial
TRUP39249687477533,industrial
VNQZ63697672725055,industrial
XIZX77467452847931,rural domestic
OZRX03370893861549,rural domestic
NTCF56349417942748,rural domestic
BGFZ67385415808661,rural domestic
NKBN99786120470296,rural domestic
CSRU43814285112593,rural domestic
CULH61719188142915,rural domestic
ZOYT88075848545901,rural domestic
XCDX94155551121877,rural domestic
ZMXO47659494209365,rural domestic
YUKC47127884897189,rural domestic
TJPF44178819514946,rural domestic
KNGA05862096443053,rural domestic
ESPW39623958341450,industrial
ZPZN03749343732271,industrial
NVBI93643262244292,industrial
WTEU03119917910234,rural domestic
OOIR34820693333171,industrial
NNXB59742887693596,industrial
WLPH31279974023492,industrial
EODC82136417557525,rural domestic
HGYT99040653554323,industrial
AEBU54480786458823,industrial
PBHI58721570562539,industrial
EYDO33034156130713,industrial
ZFSN90880750050877,industrial
LDMD92087733634090,rural domestic
RGJL38500128039665,industrial
BQFG94024600890381,industrial
AYFO01640637647206,industrial
OHHZ66608118052068,industrial
AMYM28677755960128,rural domestic
MSEP68991962276810,rural domestic
GKMX74414260367606,rural domestic
SKBQ34608548675563,rural domestic
LFRL48529839891060,rural domestic
WHVX56713595035494,rural domestic
IGPO00099611308299,rural domestic
VMFG28713207207673,rural domestic
HVWA39245455331295,rural domestic
AIZS95088107807359,rural domestic
MDYX58057593664405,rural domestic
RIXB14025427364328,rural domestic
XSZJ94237122106108,rural domestic
AKRB11808828791456,rural domestic
DZBN59178538589505,rural domestic
XJRB90238893249342,rural domestic
QKDB19469885449588,rural domestic
GZCQ36883265308324,rural domestic
ZBKH84929962484093,rural domestic
OAEJ28145705092822,rural domestic
YJNU67045369611053,industrial
EXBT07390933338004,industrial
WWKM12584815640594,industrial
OOIR34820693333171,industrial
KCOV26380439146042,industrial
LQOZ77619704271399,industrial
AYIN48304462087836,rural domestic
SFAZ76427265308952,industrial
YPDC09909383395445,industrial
WLKI09630012172980,industrial
BXYL76427265543390,industrial
EYDO33034156130713,industrial
VQXS26201870264771,industrial
VCVY34153325007085,industrial
PSME25878339814912,industrial
APFF88941002118819,rural domestic
ROAM60370219032330,rural domestic
DBKW03816317219245,industrial
MZRW40556373618882,rural domestic
OBVW13876003681670,rural domestic
JQMS14032982338772,industrial
BQFG94024600890381,industrial
OHHZ66608118052068,industrial
EFPT25527968957793,rural domestic
AKYM96531089023926,rural domestic
YLLI97696674274289,rural domestic
QFZC55892897363655,rural domestic
OJQU49241457024673,rural domestic
FTNY91033378749114,rural domestic
LFRL48529839891060,rural domestic
TASL38181038913905,rural domestic
ZCWM01206871710015,rural domestic
EUJA93007349200879,rural domestic
MDYX58057593664405,rural domestic
ZDAS67367925074855,rural domestic
LWIS94074017000181,rural domestic
SQTJ57341459320154,rural domestic
IJLH81780246354986,rural domestic
CZKF92250367225217,rural domestic
EYPZ06748418237483,rural domestic
WXGW24779003299979,rural domestic
MUQX03814572106575,rural expansion
RLTZ23631759212374,rural expansion
LQOZ77619704271399,rural expansion
RLMF36492883726382,rural domestic
ZSBD42550429109229,rural expansion
RTYO59175038152226,rural domestic
DJLP16195345505980,rural domestic
LTZT68751994348222,industrial
ATQZ26800707300481,rural expansion
UDSH32598635223957,industrial
GDPA01079677887877,rural expansion
TAXE68037922294598,rural expansion
AJBQ65306947107446,industrial
MKUY02496816394391,industrial
GNMG64107279381765,industrial
EWPI23382772590958,rural domestic
ROAM60370219032330,rural domestic
DBKW03816317219245,rural expansion
BWPJ98749004531103,rural expansion
PEOH14928699460427,rural domestic
KCCF51637479946190,rural domestic
LDMD92087733634090,rural domestic
FJTY67751013829748,rural domestic
OCPP59797470609261,rural domestic
AKYM96531089023926,rural domestic
BLAK76953498874326,rural domestic
DRJZ77577598647087,rural domestic
HMWI14872235049607,rural domestic
NWIB73431412260794,rural domestic
AMYM28677755960128,rural domestic
HMIX78136879013761,rural domestic
FDUJ72749447961171,rural domestic
IGPO00099611308299,rural domestic
ZCWM01206871710015,rural domestic
CWKW94602152420619,rural domestic
GLZA76916406296344,rural domestic
ZLTG42842885413200,rural domestic
UDRW37417406602706,rural domestic
EYCZ86177377045500,rural domestic
IJLH81780246354986,rural domestic
UNOP22337268876961,rural domestic
UVUU09775369366538,rural domestic
LRKP46581496166267,rural domestic
YUKC47127884897189,rural domestic
ZVSQ37941813894683,rural expansion
WGVP23704300396052,rural domestic
ESPW39623958341450,rural expansion
QUPC15187895307001,rural expansion
OAEJ28145705092822,rural domestic
NVBI93643262244292,rural expansion
XJWJ28068243189962,rural domestic
IKQV53943398494741,rural expansion
JEHM42141389901552,rural expansion
GNWL21283643094250,rural expansion
VCXS52862881614438,rural expansion
CCWP71177256535184,rural expansion
HGYT99040653554323,rural expansion
TWQT43194656909253,rural expansion
HNFW19297327952981,rural expansion
LTZT68751994348222,rural expansion
XREJ63458390403836,rural expansion
OJYM39138033521750,rural domestic
SXZF91555008327649,rural domestic
NDZS40886786476343,rural domestic
EWPI23382772590958,rural domestic
BWPJ98749004531103,rural expansion
DEWH67136698287645,rural domestic
MZRW40556373618882,rural domestic
RGJL38500128039665,rural expansion
EFPT25527968957793,rural domestic
LRFN70996825114125,rural domestic
OJSO43350956513104,rural domestic
XIZX77467452847931,rural domestic
HMWI14872235049607,rural domestic
NKBN99786120470296,rural domestic
VIKI56467126101490,rural domestic
XOJL15461470318945,rural domestic
KKDZ01541001764588,rural domestic
ESMP23971105758737,rural domestic
TJNY14340498630719,rural domestic
RAKE48129878248928,rural domestic
XCDX94155551121877,rural domestic
LRNJ93781110353744,rural domestic
ZMOW49635278192953,rural domestic
MAHJ68612400545959,rural domestic
UVUU09775369366538,rural domestic
ZMXO47659494209365,rural domestic
HZQE63006628458043,rural expansion
FMLR62371053908247,rural domestic
SYIY91333853639633,rural domestic
OFXE75175200670327,rural domestic
ZPZN03749343732271,rural expansion
OAEJ28145705092822,rural domestic
ASDA20040602405298,rural expansion
EGLU01654421194477,rural domestic
PJMC90799657549559,rural expansion
CPVV89099137098897,rural domestic
YTWI69104754994569,rural expansion
KEHM70898271340968,rural expansion
SFAZ76427265308952,rural domestic
QTWL29822107722115,rural expansion
EDDZ30761153902957,rural domestic
REEM07976326275524,rural expansion
FPQL14379788360963,rural domestic
LTZT68751994348222,rural expansion
EYDO33034156130713,rural expansion
ZFSN90880750050877,rural expansion
XREJ63458390403836,rural expansion
EJZC23880087341051,rural expansion
TTYW36392732207137,rural domestic
AJBQ65306947107446,rural domestic
MKUY02496816394391,rural expansion
GLKQ62092263018071,rural domestic
AYFO01640637647206,rural expansion
UZGC72322172394613,rural domestic
IFEO06882568526964,rural domestic
UPHQ58672466816734,rural domestic
IQRJ62390741820460,rural domestic
VNQZ63697672725055,rural domestic
XIZX77467452847931,rural domestic
FJIR63546200064948,rural domestic
PJYW09779517254665,rural domestic
PCLX31150424843331,rural domestic
BHPY50156181406298,rural domestic
DTFK65617115118940,rural domestic
XOJL15461470318945,rural domestic
LFRL48529839891060,rural domestic
TASL38181038913905,rural domestic
BDYW49302208987574,rural domestic
EUJA93007349200879,rural domestic
JFTK47151672660141,rural domestic
OVEN08408061063106,rural domestic
RIXB14025427364328,rural domestic
ZDAS67367925074855,rural domestic
LRNJ93781110353744,rural domestic
NBOQ25381923600807,rural domestic
UVUU09775369366538,rural domestic
BHFZ69482699991074,rural domestic
JGIS90314487760937,rural domestic
FMLR62371053908247,rural domestic
SYIY91333853639633,rural domestic
ZJJS96326143634901,rural domestic
QUPC15187895307001,rural commercial
VQEV43517876746282,rural commercial
TTSS74166026103488,rural domestic
OPTQ83616825065544,rural domestic
WXGW24779003299979,rural domestic
WOXW56589127716354,rural expansion
UBEB17148774465861,rural expansion
DHNZ15281125337787,rural domestic
KEHM70898271340968,rural domestic
CMPI83979886283835,rural expansion
HGYT99040653554323,rural expansion
REEM07976326275524,rural expansion
BXYL76427265543390,rural expansion
FPQL14379788360963,rural domestic
TWQT43194656909253,rural expansion
TAXE68037922294598,rural expansion
SXZF91555008327649,rural domestic
AJBQ65306947107446,rural expansion
ERBX47532433804189,rural domestic
ROAM60370219032330,rural domestic
MZRW40556373618882,rural domestic
EFFO01156111827590,rural expansion
OSSQ06652895870432,rural domestic
BLAK76953498874326,rural domestic
LRFN70996825114125,rural domestic
SJIG27302092094953,rural domestic
PCLX31150424843331,rural domestic
BGFZ67385415808661,rural domestic
AMYM28677755960128,rural domestic
WRPN11160000845109,rural domestic
AUCX11504368520422,rural domestic
DTFK65617115118940,rural domestic
UYPX13965122642919,rural domestic
FDUJ72749447961171,rural domestic
CULH61719188142915,rural domestic
ZCWM01206871710015,rural domestic
ZBSS41093564679444,rural domestic
ZOYT88075848545901,rural domestic
UDRW37417406602706,rural domestic
ZDAS67367925074855,rural domestic
XCDX94155551121877,rural domestic
URQV40164306027895,rural domestic
LRNJ93781110353744,rural domestic
LZGZ13521950223710,low income families
XJZD25151146009014,rural domestic
EKLC17505514913578,rural domestic
BNYT85809292475290,rural domestic
EYKQ44577036085500,rural domestic
YUKC47127884897189,rural domestic
CXTD59646090819107,rural domestic
GZCQ36883265308324,rural domestic
FMLR62371053908247,rural domestic
MKWR44069902789814,rural domestic
ZBKH84929962484093,rural domestic
ZJJS96326143634901,rural domestic
ZPZN03749343732271,rural domestic
EYPZ06748418237483,rural domestic
WXGW24779003299979,rural domestic
EGLU01654421194477,rural domestic
JEHM42141389901552,rural domestic
UBEB17148774465861,rural domestic
VTUC80137495067252,rural domestic
KQUH02536348934506,rural expansion
WLPH31279974023492,rural domestic
MKEV88575336724138,rural domestic
DHNZ15281125337787,rural domestic
KCOV26380439146042,low income families
LQOZ77619704271399,rural domestic
RLMF36492883726382,rural domestic
KEHM70898271340968,rural domestic
CMPI83979886283835,rural domestic
DHLT22751152114004,rural domestic
VCXS52862881614438,rural domestic
FKBX87954985163930,rural domestic
QTWL29822107722115,rural domestic
EDDZ30761153902957,rural domestic
HGYT99040653554323,rural domestic
BXYL76427265543390,rural expansion
PBHI58721570562539,rural domestic
DJLP16195345505980,rural expansion
OMKX11675230925584,rural expansion
TWQT43194656909253,rural expansion
HNFW19297327952981,rural expansion
GDPA01079677887877,rural expansion
LKZC42771408481183,rural domestic
VCVY34153325007085,rural expansion
UGIF95717037531572,rural expansion
XREJ63458390403836,rural expansion
EJZC23880087341051,rural expansion
WXAH99373090538441,rural expansion
CXFC43561853522715,rural expansion
OJYM39138033521750,rural expansion
SLVV72851704370758,rural domestic
AJBQ65306947107446,rural expansion
WYBH13570934289947,rural expansion
ERBX47532433804189,rural domestic
EWPI23382772590958,rural domestic
ROAM60370219032330,rural domestic
DBKW03816317219245,rural commercial
BWPJ98749004531103,rural commercial
PEOH14928699460427,rural domestic
KCCF51637479946190,rural domestic
DEWH67136698287645,rural domestic
MZRW40556373618882,rural expansion
OCPP59797470609261,rural domestic
OHHZ66608118052068,rural domestic
EFPT25527968957793,rural domestic
AKYM96531089023926,rural domestic
OSSQ06652895870432,rural domestic
VNQZ63697672725055,rural domestic
OSVR86992213224426,rural domestic
KLKA70480534577211,rural domestic
GADA51585962696666,rural domestic
NKBN99786120470296,rural domestic
MDIV98513972121149,rural domestic
ZMOS73961102720780,rural domestic
YWLI28629073070875,rural domestic
DTFK65617115118940,rural domestic
ZBSS41093564679444,rural domestic
HVWA39245455331295,rural domestic
SQTJ57341459320154,rural domestic
EKLC17505514913578,rural domestic
OZAE82464227757347,rural domestic
ZVSQ37941813894683,rural domestic
FMLR62371053908247,rural domestic
MKWR44069902789814,rural domestic
OPTQ83616825065544,rural domestic
PJMC90799657549559,rural domestic
WTEU03119917910234,rural domestic
NNXB59742887693596,rural domestic
MUQX03814572106575,rural domestic
WLPH31279974023492,rural domestic
APKD97648917524022,rural domestic
ZEMO85437408574338,rural domestic
OMKX11675230925584,rural domestic
UGIF95717037531572,rural domestic
SXZF91555008327649,rural domestic
GLKQ62092263018071,rural domestic
DBKW03816317219245,rural commercial
PEOH14928699460427,rural domestic
KCCF51637479946190,rural domestic
DEWH67136698287645,rural domestic
MZRW40556373618882,rural domestic
QPYO76727932686824,rural domestic
OHHZ66608118052068,rural domestic
ZGIS63488309737437,rural domestic
YLLI97696674274289,rural domestic
TMXI31575950243519,rural domestic
VYHQ70541168465090,rural domestic
NTCF56349417942748,rural domestic
QFZC55892897363655,rural domestic
MSEP68991962276810,rural domestic
XOJL15461470318945,rural domestic
CWKW94602152420619,rural domestic
JFTK47151672660141,rural domestic
XSZJ94237122106108,rural domestic
GASI63535088734241,rural domestic
JCEQ67516768365537,rural domestic
ISML84416059599137,rural domestic
UVUU09775369366538,rural domestic
QKDB19469885449588,rural domestic
FMLR62371053908247,rural domestic
KNGA05862096443053,rural domestic
MKWR44069902789814,rural domestic
IKQV53943398494741,rural domestic
NNXB59742887693596,rural domestic
JEHM42141389901552,rural domestic
KQUH02536348934506,rural domestic
LQOZ77619704271399,rural domestic
SFAZ76427265308952,rural domestic
AEBU54480786458823,rural domestic
PBHI58721570562539,rural domestic
LTZT68751994348222,rural domestic
ATQZ26800707300481,rural domestic
ZFSN90880750050877,rural domestic
MKUY02496816394391,rural domestic
TYTP63003938181910,rural domestic
ERBX47532433804189,rural domestic
WQXO79451509529222,rural domestic
APFF88941002118819,rural domestic
GLKQ62092263018071,rural domestic
PEOH14928699460427,rural domestic
KCCF51637479946190,rural domestic
DEWH67136698287645,rural domestic
UZGC72322172394613,industrial
YLLI97696674274289,rural domestic
OBAM54117881686543,rural domestic
GADA51585962696666,rural domestic
MSEP68991962276810,rural domestic
IFSJ01459894769890,rural domestic
BIIM61227429689854,rural domestic
KKDZ01541001764588,rural domestic
ZOYT88075848545901,rural domestic
CWKW94602152420619,rural domestic
SCEH61542216221618,rural domestic
LWIS94074017000181,rural domestic
MAHJ68612400545959,rural domestic
QKDB19469885449588,rural domestic
JGIS90314487760937,rural domestic
RFFJ62654721345838,rural commercial
DVKV57085470632067,rural domestic
KWHG46887949950720,rural domestic
VKWK03013010426777,rural domestic
NVBI93643262244292,rural domestic
RLTZ23631759212374,rural domestic
BXYL76427265543390,rural domestic
PBHI58721570562539,rural domestic
TWQT43194656909253,rural domestic
HNFW19297327952981,rural domestic
VQXS26201870264771,rural domestic
PSME25878339814912,rural domestic
SLVV72851704370758,rural domestic
SXZF91555008327649,rural domestic
QGMS25833424415404,rural domestic
TYTP63003938181910,rural domestic
GNMG64107279381765,rural domestic
APFF88941002118819,rural domestic
DBKW03816317219245,rural commercial
DEWH67136698287645,rural domestic
QPYO76727932686824,rural domestic
LDMD92087733634090,rural domestic
TDUN14199400484525,industrial
KRUH35399694416065,industrial
JQMS14032982338772,industrial
AYFO01640637647206,rural domestic
SAWJ05022537727368,rural domestic
TRUP39249687477533,rural domestic
VNQZ63697672725055,rural domestic
DILE36001796160982,rural domestic
JEQZ49578298451825,rural domestic
QZLE79606740596822,rural domestic
WRPN11160000845109,rural domestic
YWLI28629073070875,rural domestic
XOJL15461470318945,rural domestic
ZCWM01206871710015,rural domestic
CWKW94602152420619,rural domestic
GKFE53707368830491,rural domestic
EUJA93007349200879,rural domestic
OVEN08408061063106,rural domestic
GASI63535088734241,rural domestic
MXLV22697715862048,rural domestic
BHFZ69482699991074,rural domestic
GJSD72922478511859,rural domestic
ZBKH84929962484093,rural domestic
TVBU30916800467189,rural domestic
ZPZN03749343732271,rural domestic
OOIR34820693333171,rural domestic
KQUH02536348934506,rural domestic
WEOZ53738492682317,rural domestic
SOMV85458746757528,industrial
YPDC09909383395445,rural domestic
HGYT99040653554323,rural domestic
DJLP16195345505980,rural domestic
VQXS26201870264771,industrial
GDPA01079677887877,rural domestic
ZFSN90880750050877,rural domestic
TAXE68037922294598,industrial
TTYW36392732207137,rural domestic
SXZF91555008327649,rural domestic
MKUY02496816394391,rural domestic
QGMS25833424415404,rural domestic
BBKR60107072328056,rural domestic
WQXO79451509529222,rural domestic
PEOH14928699460427,rural domestic
KCCF51637479946190,rural domestic
KRUH35399694416065,industrial
ZFPW93252994604089,industrial
TMTC88310339291752,rural domestic
VNQZ63697672725055,rural domestic
DILE36001796160982,rural domestic
KLKA70480534577211,rural domestic
GKMX74414260367606,rural domestic
IEMK72292891425324,rural domestic
BHPY50156181406298,rural domestic
VIKI56467126101490,rural domestic
FHEW05985278085878,rural domestic
FDUJ72749447961171,rural domestic
FASR75283242704176,rural domestic
EUJA93007349200879,rural domestic
OVEN08408061063106,rural domestic
UVFX61056957065294,rural domestic
XCDX94155551121877,rural domestic
ZMXO47659494209365,rural domestic
SYIY91333853639633,rural domestic
QUPC15187895307001,rural commercial
GEKT45597982251440,rural domestic
KCOV26380439146042,rural domestic
REEM07976326275524,rural domestic
RTYO59175038152226,rural domestic
GDPA01079677887877,rural domestic
LKZC42771408481183,rural domestic
TTYW36392732207137,rural domestic
RIYA09806843341163,rural domestic
TYTP63003938181910,rural domestic
GNMG64107279381765,rural domestic
ERBX47532433804189,rural domestic
WQXO79451509529222,rural domestic
GLKQ62092263018071,rural domestic
DBKW03816317219245,rural commercial
YYAK78198625612375,rural domestic
JQMS14032982338772,industrial
ZFPW93252994604089,industrial
DILE36001796160982,rural domestic
JEQZ49578298451825,rural domestic
QZLE79606740596822,rural domestic
GADA51585962696666,rural domestic
ADBQ44944453582333,rural domestic
MSEP68991962276810,rural domestic
YWLI28629073070875,rural domestic
BIIM61227429689854,rural domestic
XOJL15461470318945,rural domestic
EDCM45829369428453,rural domestic
FASR75283242704176,rural domestic
HVWA39245455331295,rural domestic
JUWY99006171678327,rural domestic
GKNI46441672489630,rural domestic
KRFM91163614542152,rural domestic
TACL60681631324729,rural domestic
KWHG46887949950720,rural domestic
ZJJS96326143634901,rural domestic
KUXS54925465360668,rural commercial
ZPZN03749343732271,rural domestic
UBEB17148774465861,rural domestic
VTUC80137495067252,rural domestic
RLTZ23631759212374,rural domestic
APKD97648917524022,rural domestic
REEM07976326275524,rural domestic
RTYO59175038152226,rural domestic
EYDO33034156130713,rural domestic
LKZC42771408481183,rural domestic
QGMS25833424415404,rural domestic
GNMG64107279381765,rural domestic
ROAM60370219032330,rural domestic
YLLI97696674274289,rural domestic
BLAK76953498874326,rural domestic
OJSO43350956513104,rural domestic
VYHQ70541168465090,rural domestic
HMWI14872235049607,rural domestic
NTCF56349417942748,rural domestic
FQQZ96849599981537,rural domestic
WBSA62493129470851,rural domestic
QFZC55892897363655,rural domestic
OJQU49241457024673,rural domestic
IGPO00099611308299,rural domestic
TASL38181038913905,rural domestic
ZMOW49635278192953,rural domestic
RBZY36608424332382,rural commercial
GJSD72922478511859,rural domestic
MKWR44069902789814,rural domestic
ZJJS96326143634901,rural domestic
EYPZ06748418237483,rural domestic
NVBI93643262244292,rural domestic
PJMC90799657549559,rural domestic
IKQV53943398494741,rural domestic
SFAZ76427265308952,rural domestic
HSDI89063278786666,rural domestic
CCWP71177256535184,rural domestic
REEM07976326275524,rural domestic
FPQL14379788360963,rural domestic
RTYO59175038152226,rural domestic
HNFW19297327952981,rural domestic
UGIF95717037531572,rural domestic
EJZC23880087341051,rural domestic
DCKU75465520247353,rural domestic
MKUY02496816394391,rural domestic
QGMS25833424415404,rural domestic
GNMG64107279381765,rural domestic
ROAM60370219032330,rural domestic
HJRM79136465820840,rural domestic
KYAX96959007502350,rural domestic
KLKA70480534577211,rural domestic
HQOY86916724394106,rural domestic
WBSA62493129470851,rural domestic
UYPX13965122642919,rural domestic
XJZD25151146009014,rural domestic
EYKQ44577036085500,rural domestic
KOQB86035409759710,rural domestic
JGIS90314487760937,rural domestic
ZVSQ37941813894683,rural domestic
GJSD72922478511859,rural domestic
KWHG46887949950720,rural domestic
PYIJ16398823534533,rural domestic
BXCI28257066370457,rural domestic
ESPW39623958341450,rural commercial
QUPC15187895307001,rural commercial
CPVV89099137098897,rural domestic
WOXW56589127716354,rural expansion
WLPH31279974023492,rural domestic
WEOZ53738492682317,rural domestic
APKD97648917524022,rural domestic
DHLT22751152114004,rural domestic
GNWL21283643094250,rural domestic
EDDZ30761153902957,rural domestic
RTYO59175038152226,rural domestic
GDPA01079677887877,rural expansion
VCVY34153325007085,rural domestic
XREJ63458390403836,rural expansion
TAXE68037922294598,rural expansion
NDZS40886786476343,rural domestic
QGMS25833424415404,rural domestic
HOGH22561842005570,rural domestic
ERBX47532433804189,rural domestic
APFF88941002118819,rural domestic
KCCF51637479946190,rural domestic
LDMD92087733634090,rural domestic
FBLN33293915192221,rural domestic
ZGIS63488309737437,rural domestic
TMTC88310339291752,rural domestic
PXWF09351215906500,rural domestic
IFSJ01459894769890,rural domestic
UYPX13965122642919,rural domestic
FHEW05985278085878,rural domestic
ZBSS41093564679444,rural domestic
ZOYT88075848545901,rural domestic
CWKW94602152420619,rural domestic
JCEQ67516768365537,rural domestic
UNOP22337268876961,rural domestic
BNYT85809292475290,rural domestic
PYIJ16398823534533,rural domestic
ZBKH84929962484093,rural domestic
LCNG39047965581281,rural domestic
BXCI28257066370457,rural domestic
ZAKZ18858130970573,rural commercial
EYPZ06748418237483,rural domestic
EGLU01654421194477,rural domestic
JEHM42141389901552,rural domestic
WOXW56589127716354,rural expansion
VTUC80137495067252,rural domestic
QFQB06160915945850,rural domestic
FWOQ99723475296992,rural domestic
VCXS52862881614438,rural domestic
ZSBD42550429109229,rural domestic
BXYL76427265543390,rural domestic
PBHI58721570562539,rural domestic
LMWG30961964913213,rural domestic
GDPA01079677887877,rural domestic
CXFC43561853522715,rural domestic
HOGH22561842005570,rural domestic
WQXO79451509529222,rural domestic
DBKW03816317219245,rural commercial
BWPJ98749004531103,rural commercial
ADKJ26366564447127,rural domestic
OBVW13876003681670,rural domestic
JQMS14032982338772,rural domestic
ZFPW93252994604089,rural domestic
SAWJ05022537727368,rural domestic
AKYM96531089023926,rural domestic
TRUP39249687477533,rural domestic
IFEO06882568526964,rural domestic
VSET30719364621531,rural domestic
LRFN70996825114125,rural domestic
VNQZ63697672725055,rural domestic
HTVW63433866676515,rural domestic
NKBN99786120470296,rural domestic
MSEP68991962276810,rural domestic
OJQU49241457024673,rural domestic
AUCX11504368520422,rural domestic
BHPY50156181406298,rural domestic
LFRL48529839891060,rural domestic
ZCWM01206871710015,rural domestic
VMFG28713207207673,rural domestic
JFTK47151672660141,rural domestic
JCEQ67516768365537,rural domestic
AGRZ51594886918267,rural domestic
AACP61877322721317,rural domestic
BNYT85809292475290,rural domestic
DYHK90009857546508,rural domestic
ZVSQ37941813894683,rural domestic
GJSD72922478511859,rural domestic
KWHG46887949950720,rural domestic
MKWR44069902789814,rural domestic
LTUX29812003401409,rural domestic
ZJJS96326143634901,rural domestic
KUXS54925465360668,rural commercial
OFXE75175200670327,rural domestic
IKQV53943398494741,rural domestic
MUQX03814572106575,rural domestic
KQUH02536348934506,rural expansion
WLPH31279974023492,rural domestic
FWOQ99723475296992,rural domestic
SOMV85458746757528,rural domestic
RLTZ23631759212374,rural domestic
AYIN48304462087836,rural domestic
APKD97648917524022,rural domestic
CMPI83979886283835,rural domestic
GNWL21283643094250,rural domestic
QTWL29822107722115,rural domestic
REEM07976326275524,rural domestic
FPQL14379788360963,rural domestic
LMWG30961964913213,rural domestic
HNFW19297327952981,rural domestic
ZFSN90880750050877,rural domestic
EJZC23880087341051,rural expansion
DCKU75465520247353,rural expansion
TAXE68037922294598,rural expansion
PSME25878339814912,rural domestic
CXFC43561853522715,rural domestic
SLVV72851704370758,rural domestic
TTYW36392732207137,rural domestic
MKUY02496816394391,rural domestic
